Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5084","Emissions from crops","2016","2016","%","0.31","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5084","Emissions from crops","2017","2017","%","0.34","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5084","Emissions from crops","2018","2018","%","0.32","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5084","Emissions from crops","2019","2019","%","0.33","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5084","Emissions from crops","2020","2020","%","0.34","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5084","Emissions from crops","2021","2021","%","0.34","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5084","Emissions from crops","2022","2022","%","0.36","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1990","1990","%","8.31","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1991","1991","%","8.16","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1992","1992","%","8.5","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1993","1993","%","9.45","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1994","1994","%","10.34","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1995","1995","%","9.92","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1996","1996","%","10.53","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1997","1997","%","11.43","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1998","1998","%","10.7","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","1999","1999","%","11.59","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2000","2000","%","12.09","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2001","2001","%","11.78","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2002","2002","%","12.46","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2003","2003","%","14.25","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2004","2004","%","14.54","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2005","2005","%","12.7","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2006","2006","%","14.06","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2007","2007","%","15.27","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2008","2008","%","16.18","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2009","2009","%","15.12","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2010","2010","%","15.19","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2011","2011","%","19.13","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2012","2012","%","17.39","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2013","2013","%","20.91","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2014","2014","%","21.68","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2015","2015","%","18.57","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2016","2016","%","18.78","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2017","2017","%","21.77","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2018","2018","%","23.06","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2019","2019","%","22.95","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2020","2020","%","24.8","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2021","2021","%","27.05","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5084","Emissions from crops","2022","2022","%","26.71","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1990","1990","%","64.22","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1991","1991","%","64.91","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1992","1992","%","64.75","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1993","1993","%","64.41","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1994","1994","%","64.21","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1995","1995","%","64.41","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1996","1996","%","63.37","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1997","1997","%","62.89","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1998","1998","%","61","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","1999","1999","%","61.34","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2000","2000","%","64.14","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2001","2001","%","64.31","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2002","2002","%","63.72","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2003","2003","%","64.34","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2004","2004","%","64.01","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2005","2005","%","64.13","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2006","2006","%","65.08","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2007","2007","%","62.42","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2008","2008","%","64.51","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2009","2009","%","65.96","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2010","2010","%","63.15","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2011","2011","%","65.58","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2012","2012","%","64.35","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2013","2013","%","65","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2014","2014","%","64.15","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2015","2015","%","63.42","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2016","2016","%","63.91","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2017","2017","%","62.56","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2018","2018","%","63.03","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2019","2019","%","62.11","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2020","2020","%","61.76","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2021","2021","%","62.87","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","5085","Emissions from livestock","2022","2022","%","63.79","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1990","1990","%","71.01","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1991","1991","%","71.04","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1992","1992","%","70.35","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1993","1993","%","68.33","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1994","1994","%","68.79","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1995","1995","%","69.09","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1996","1996","%","70.14","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1997","1997","%","69.54","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1998","1998","%","62.75","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","1999","1999","%","63.79","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2000","2000","%","68.17","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2001","2001","%","66.73","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2002","2002","%","64.97","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2003","2003","%","66.24","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2004","2004","%","64.63","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2005","2005","%","64.74","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2006","2006","%","68.57","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2007","2007","%","59.03","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2008","2008","%","65.82","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2009","2009","%","70.09","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2010","2010","%","59.68","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2011","2011","%","65.02","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2012","2012","%","62.72","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2013","2013","%","64.48","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2014","2014","%","61.72","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2015","2015","%","62.25","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2016","2016","%","63.98","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2017","2017","%","59.35","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2018","2018","%","62.94","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2019","2019","%","59.26","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2020","2020","%","56.33","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2021","2021","%","57.52","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7266","Emissions Share (N2O)","5085","Emissions from livestock","2022","2022","%","58.13","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1990","1990","%","37.87","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1991","1991","%","38.19","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1992","1992","%","38.28","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1993","1993","%","37.71","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1994","1994","%","37.95","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1995","1995","%","37.96","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1996","1996","%","39.93","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1997","1997","%","37.26","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1998","1998","%","39.18","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1999","1999","%","39.69","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2000","2000","%","38.98","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2001","2001","%","37.6","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2002","2002","%","36.29","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2003","2003","%","33.74","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2004","2004","%","32.48","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2005","2005","%","31.14","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2006","2006","%","29.81","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2007","2007","%","28.54","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2008","2008","%","28.67","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2009","2009","%","28.03","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2010","2010","%","26.83","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2011","2011","%","24.9","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2012","2012","%","24.77","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2013","2013","%","24.38","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2014","2014","%","24.15","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2015","2015","%","24.28","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2016","2016","%","25.1","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2017","2017","%","24.41","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2018","2018","%","23.68","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2019","2019","%","22.69","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2020","2020","%","22.74","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2021","2021","%","22.28","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2022","2022","%","21.22","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1990","1990","%","78.53","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1991","1991","%","78.58","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1992","1992","%","78.32","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1993","1993","%","76.29","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1994","1994","%","77","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1995","1995","%","77.55","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1996","1996","%","79.19","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1997","1997","%","76.78","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1998","1998","%","76.36","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1999","1999","%","77.1","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2000","2000","%","76.42","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2001","2001","%","76.53","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2002","2002","%","76.11","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2003","2003","%","74.56","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2004","2004","%","73.69","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2005","2005","%","72.25","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2006","2006","%","70.91","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2007","2007","%","69.5","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2008","2008","%","70.07","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2009","2009","%","74.16","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2010","2010","%","74.1","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2011","2011","%","72.96","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2012","2012","%","72.67","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2013","2013","%","72.45","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2014","2014","%","72.13","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2015","2015","%","72.46","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2016","2016","%","72.19","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2017","2017","%","71.17","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2018","2018","%","69.92","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2019","2019","%","68.72","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2020","2020","%","68.35","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2021","2021","%","67.28","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2022","2022","%","67.09","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1990","1990","%","0.39","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1991","1991","%","0.39","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1992","1992","%","0.38","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1993","1993","%","0.37","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1994","1994","%","0.36","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1995","1995","%","0.36","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1996","1996","%","0.37","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1997","1997","%","0.38","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1998","1998","%","0.39","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","1999","1999","%","0.39","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2000","2000","%","0.35","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2001","2001","%","0.35","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2002","2002","%","0.35","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2003","2003","%","0.31","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2004","2004","%","0.31","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2005","2005","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2006","2006","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2007","2007","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2008","2008","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2009","2009","%","0.31","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2010","2010","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2011","2011","%","0.29","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2012","2012","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2013","2013","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2014","2014","%","0.3","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2015","2015","%","0.34","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2016","2016","%","0.34","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2017","2017","%","0.33","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2018","2018","%","0.32","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2019","2019","%","0.31","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2020","2020","%","0.31","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2021","2021","%","0.31","E","Estimated value"
"EM","Emissions indicators","159","China","7265","Emissions Share (CH4)","5084","Emissions from crops","2022","2022","%","0.29","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","5084","Emissions from crops","1990","1990","%","45.25","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","5084","Emissions from crops","1991","1991","%","44.86","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","5084","Emissions from crops","1992","1992","%","44.72","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","5084","Emissions from crops","1993","1993","%","41.15","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","5084","Emissions from crops","1994","1994","%","41.45","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","5084","Emissions from crops","1995","1995","%","43.81","E","Estimated value"
"EM","Emissions indicators","159","China","7266","Emissions Share (N2O)","5084","Emissions from crops","1996","1996","%","44.38","E","Estimated value"
